ENSG,GM18486,GM18498,GM18499,GM18501,GM18502,GM18504,GM18505,GM18507,GM18508,GM18510,GM18511,GM18516,GM18517,GM18519,GM18520,GM18522,GM18523,GM18852,GM18855,GM18858,GM18861,GM18862,GM18870,GM18871,GM18907,GM18909,GM18912,GM18913,GM18916,GM19092,GM19093,GM19098,GM19099,GM19101,GM19102,GM19108,GM19114,GM19116,GM19119,GM19127,GM19128,GM19130,GM19131,GM19137,GM19138,GM19140,GM19143,GM19144,GM19147,GM19152,GM19153,GM19160,GM19172,GM19192,GM19193,GM19200,GM19203,GM19204,GM19207,GM19209,GM19222,GM19257,txStart,txEnd,chr
ENSG00000109323,NA,-1.284077021,-0.785043649,0.489541371,-0.248135242,NA,NA,0.798508028,NA,NA,0.1858625,0.291917451,NA,NA,0.769778022,0.300598407,NA,-0.589490503,-0.067415639,0.154216666,NA,-0.43941995,-1.246113508,0.222228394,NA,-0.084609207,-0.112864732,0.038003889,0.460363992,0.00561903,0.922207191,0.163295422,0.60662013,-0.253205954,0.549264049,0.00947604,NA,-0.057170268,NA,0.533465201,-0.959783155,NA,0.583263975,-0.320245386,0.507510095,NA,-0.006834766,0.521189157,0.145116936,NA,0.957768745,-0.041583979,NA,0.08603693,0.393916037,-0.275757894,-0.321029644,-0.024518221,NA,0.398401948,-0.262674923,NA,103771690,103901196,chr4
ENSG00000109332,-0.324112449,-0.067153461,-0.153406859,-0.281980749,-0.190991797,-0.276572386,-0.029871232,-0.303145912,-0.226039015,-0.271792563,-0.22534141,-0.373867374,-0.231455149,-0.157445787,-0.170697068,-0.357415793,-0.393446669,-0.249580433,-0.134801354,-0.379135474,-0.380813134,-0.204380685,-0.116261098,-0.727579181,-0.397771216,-0.169845227,-0.253865282,-0.436003731,-0.516295758,-0.136580795,-0.183177914,-0.340415068,-0.4025476,-0.167869954,-0.251605761,-0.06889474,-0.464225354,-0.290174278,-0.015809431,-0.285678469,-0.295019235,-0.088801717,-0.196237825,-0.245184806,-0.41681798,0.160323185,-0.125514011,-0.182993383,-0.454042539,-0.321151408,-0.461273245,-0.465621544,-0.67623092,-0.28221161,-0.427107693,-0.203779584,-0.178409729,-0.264233971,-0.362844462,-0.203058937,-0.212528473,-0.311517745,103936216,104009473,chr4
ENSG00000109475,0.002050011,-0.204896596,0.169733621,-0.203343059,0.124536613,0.126598324,0.154296488,-0.200772872,0.030248765,0.186945127,0.022569445,0.044733211,-0.035350649,-0.086464847,-0.262292498,-0.344093583,-0.174298809,-0.265851163,0.119817351,-0.136860364,-0.138166324,-0.02228674,-0.183565063,-0.657041221,-0.162085606,-0.254084997,-0.043843692,-0.165565811,0.020350132,-0.182450775,-0.198468404,-0.109958568,-0.14496823,-0.066403884,0.241537039,-0.18748495,-0.141777254,-0.260956493,0.024064254,-0.318144019,-0.127577795,0.012963673,-0.211913485,-0.237356126,-0.10953966,0.14563447,0.226878144,0.188248052,-0.151175584,-0.132808048,0.016772005,-0.047567169,-0.049460565,-0.14128515,-0.135560533,0.077017246,0.106330786,0.082868559,0.277698223,-0.053191542,-0.067935553,0.11264472,109761181,109771086,chr4
ENSG00000109519,0.108719561,-0.361729266,0.071461831,-0.288126269,-0.105352347,0.076514254,-0.215008692,-0.120384172,0.279448255,0.321138822,0.167523625,0.003940041,-0.007859519,0.180700478,-0.528139268,0.283592577,0.024710961,0.136989712,-0.139371454,-0.356907064,0.089910186,-0.04967822,0.132417642,0.301108004,-0.243766596,-0.230926567,-0.156262727,-0.041651181,0.059702112,0.14545386,-0.183827509,0.268238612,-0.08290691,0.110474161,-0.084414446,0.12093679,-0.073260744,0.209083132,-0.004217506,0.127574601,0.352025015,0.138469008,0.113837345,0.318557119,-0.11450397,-0.099152305,-0.100099656,-0.041123953,0.177134056,0.113310812,0.055396305,0.293104456,-0.16330053,-0.05409186,-0.155494463,-0.084373474,0.274474856,-0.305197436,0.288630673,-0.010172317,-0.020671283,0.328639005,7112682,7120701,chr4
ENSG00000109534,0.361718771,0.025822619,0.375185416,0.039579031,0.246274153,0.354899879,0.092299908,0.092335908,0.42972714,0.403013807,0.22469221,0.144793471,0.271860871,0.318537958,-0.149686648,0.199468272,0.146930831,0.290365897,0.430109381,0.002239111,0.356591466,0.16610391,0.135832142,0.310877359,0.184126964,0.129649503,-0.038230367,0.208978759,0.384755822,0.069822625,0.137004171,-0.136528378,0.20596651,0.137954056,0.273646844,0.14383126,0.206739306,0.576924462,0.241338564,0.060503321,0.36371621,0.332054203,0.357052255,0.221621624,0.155891916,0.325525195,0.246504184,0.181949187,0.356243806,0.142547037,0.00736295,0.421692486,0.501099205,0.18222534,0.193640777,0.151098031,0.317828771,0.264739569,0.223559963,0.152124888,0.200792047,0.461593865,110956114,110965340,chr4
ENSG00000109536,0.216301351,-0.085069101,-0.060272274,-0.257777029,0.045569628,-0.210590051,-0.215050502,-0.383619777,0.104032805,-0.190429583,-0.07399474,-0.246208349,-0.183900674,-0.355554362,-0.034000538,0.113422417,-0.508092979,-0.190733673,-0.122058524,-0.564917434,-0.043133469,-0.487909205,-0.175793858,NA,-0.283465166,-0.379069757,-0.321171237,-0.425952156,-0.446500233,-0.408709505,-0.430710234,-0.545038008,-0.315804195,-0.473117244,-0.487813356,-0.139094665,-0.223086714,-0.312307618,-0.219800836,-0.422821779,0.086089835,-0.050353727,-0.216913485,-0.093551366,-0.34666432,0.285741215,-0.382407016,-0.351738928,-0.029314699,-0.284255748,-0.336750175,-0.235247594,-0.08231658,-0.13603554,-0.084816213,-0.478434734,-0.154170034,-0.213947911,-0.051042517,-0.049040892,-0.327527473,-0.181614855,191098967,191121350,chr4
ENSG00000109586,-0.209756349,-0.356457101,-0.434846314,0.265821951,-0.243280387,-0.217721851,-0.071680772,0.558463273,-0.34210763,-0.853514383,-0.416237515,0.181337381,-0.043986359,-0.536407352,-0.363908138,-0.283691513,-0.487865459,-0.266787903,-0.519130494,-0.412262574,-0.203432964,-0.263090785,-0.685530138,0.818914944,-0.022595351,-0.404032112,-0.042553772,-0.347574751,-0.565459408,-1.054817885,-0.491072389,-0.124996988,-0.77315477,-0.572476284,-0.661678961,-1.05878527,-0.160845369,-0.650590558,-0.152577276,-0.493112194,-0.803925515,-0.469651777,-0.280781095,-0.352935586,-0.13837945,-1.04030133,NA,0.601767007,-0.008797594,-0.690905118,-0.88728173,-0.295086854,0.463799645,-0.2403993,0.222088067,0.305208286,-0.826868924,0.627426514,-0.219511537,-0.235891842,-0.319485658,-0.034540885,174326478,174481692,chr4
ENSG00000109606,0.132289906,-0.157850951,0.170665921,-0.071972909,0.067816933,0.022073399,-0.104674852,-0.168200337,0.11105269,0.135932717,0.06008616,-0.124524269,-0.149678634,0.088926038,-0.135363583,0.069583297,-0.167290839,-0.075137243,0.080896996,0.016061906,0.176808546,-0.075590485,0.040580252,-1.095324001,0.022705404,0.051863533,-0.154136002,0.034648889,-0.065392438,0.120068045,0.046392651,-0.088168953,0.13719602,-0.098382604,-0.223868001,0.02803537,-0.133645794,0.091108342,0.088070829,0.125128206,0.09084374,0.015204108,0.028579695,0.282866424,-0.09237519,0.277563145,-0.173929616,-0.209309843,0.102063956,0.139091102,0.019220465,0.089513491,-0.129785905,0.09055308,-0.162829823,-0.116567674,0.077286856,-0.052723281,0.132676613,-0.016138587,0.192982037,0.06304476,24138187,24195282,chr4
ENSG00000109685,NA,NA,0.762564611,-0.121918619,0.449339443,0.192004319,0.546893478,-0.487254012,-0.614978275,NA,NA,-0.212851089,NA,NA,0.131566362,NA,-0.393945989,NA,-0.266864547,-0.342889784,0.049275406,NA,-0.144756698,NA,NA,-0.297216777,-0.450694622,NA,0.077693492,NA,NA,NA,-0.198543665,-0.035486074,-1.371211781,NA,NA,-0.657469928,NA,-0.368375769,NA,-0.147719327,NA,-0.377616251,NA,NA,NA,-0.068458933,-0.643069314,NA,-0.32297348,NA,NA,NA,-0.777939303,0.357613496,NA,-0.338991551,NA,-0.065668772,NA,NA,1842920,1953732,chr4
ENSG00000109736,-0.364359539,0.904119414,-0.258701979,0.639512781,-0.152472452,0.064841794,0.345716593,1.314489348,0.679238555,0.760277647,0.231322415,-0.333589959,0.211089541,0.300619903,0.703835082,-0.150492613,0.617061301,0.775238167,0.389961626,-0.258221644,0.250191516,0.373197495,0.397961972,2.054563709,0.390379344,0.328691783,0.470515238,1.068921149,0.758230197,0.795173225,0.766980451,0.112209822,0.59581521,0.393942256,0.128873379,0.85961644,0.642373956,0.512444942,0.323510509,0.837747691,0.714682955,0.326077763,-0.675392965,0.234558584,0.32144662,-0.09176392,0.138182144,-0.452343548,0.879693686,0.728313797,0.50264324,0.611914526,0.62926289,0.03280191,0.934397087,0.465178466,0.493425726,0.830013424,-0.388608757,0.439303808,0.328131687,1.005992665,2902092,2906313,chr4
ENSG00000109762,0.257254731,-0.664951351,0.372804876,NA,0.560866708,0.330664144,NA,-0.104338597,-0.389741845,0.026506877,0.35173323,-0.141837659,-0.160672719,NA,-0.205171018,-0.007634733,-0.034065769,0.433112007,-0.023722754,NA,0.449210546,0.79511884,0.348952682,-0.872486921,0.264432964,0.648367503,0.276321308,0.113979209,0.345828642,-0.565800115,0.386142091,0.389659572,0.47565192,-0.080046554,0.385003339,-0.05297085,0.477844531,0.406007662,0.178864874,-0.001148639,0.543411365,0.019861213,0.31705895,0.342816479,-0.319616285,-0.160527235,0.389361464,0.078553407,0.027052721,0.433835187,-0.009775005,-0.357076344,NA,0.2230443,0.482124407,NA,0.342972536,0.306194154,0.379895113,0.433286998,0.596016997,0.215968385,186368277,186527942,chr4
ENSG00000109775,0.332700011,0.360127274,0.371991981,0.256645831,0.359727478,-0.105520871,0.021297753,-0.127820257,-0.079592115,0.218421267,-0.06108416,-0.068070634,0.347028201,0.189870823,0.379968977,0.295527917,0.111496751,-0.056649048,0.161206291,0.204843521,0.135214486,0.304744165,0.000350882,0.197068939,0.034540339,0.016440743,0.412936518,0.328325509,-0.044441303,0.321435695,0.356211401,0.030234457,0.07696061,0.361809386,-0.175769581,0.053925755,-0.059058149,0.516549452,0.205283564,0.020500161,0.110854415,0.347469143,0.651072365,0.624465699,0.301522611,0.24358342,0.125381319,0.187851087,0.164024921,0.089947242,0.172155455,0.178172881,0.29752112,-0.462740525,-0.468553078,0.380800886,-0.007087149,0.130725549,-0.129352927,0.049460898,-0.217542173,-0.099571855,186558436,186584062,chr4
ENSG00000109805,0.137590521,-0.291799571,0.046613361,-0.706106869,0.200925858,-0.256298271,-0.137947322,-0.523518032,-0.62722471,-0.346485568,-0.66968395,-0.097316929,-0.385611239,-0.157461012,-0.443228338,-0.277052208,-0.784462984,-0.750230413,-0.062637464,-0.214240334,-0.463178594,-0.731224915,-0.652916373,-2.345807941,-0.612115721,-0.627575452,-0.854585527,-1.115482961,-1.271041793,-0.618098545,-0.872374039,-0.798300438,-0.38649767,-0.796269809,-1.310279581,-0.41761642,-0.680280994,-0.522458168,-0.392961291,-0.811854169,-1.226801665,-0.139820837,-0.544437635,-0.696795676,-0.54561507,0.246953375,-1.433383256,-0.743919973,-0.719423964,-0.754654948,-0.69048824,-0.832871564,-1.162884475,-0.43769155,-0.732836713,-0.631856134,-0.192830884,-0.566818601,-0.613329557,-0.341133472,-0.149315243,-0.667767045,17421622,17455583,chr4
ENSG00000109814,-0.620464064,-0.436133261,-0.613031614,0.507939571,-1.264559622,-0.495716976,-0.165650352,-0.614496792,-0.267749055,-1.237249773,-0.52181851,-0.882371564,-0.547443829,-0.741259567,-0.273339008,-0.868933513,-0.640944404,-1.438915933,-0.872084989,-0.524137604,-0.712025159,-0.9252173,0.045315312,0.205093989,-0.814695936,0.000641153,-0.337924557,-0.525842861,-0.103331178,-1.120609145,0.090390691,-0.599197648,-1.347064525,-1.009982754,-0.450911501,-0.80310096,-0.610573774,-0.451198678,-0.930065571,-0.359694759,-0.493461555,-0.223457457,0.177150495,-0.516410516,-0.03816976,-0.344109815,-0.484221476,-0.216149653,-0.361249954,-1.046581918,-0.012415595,-0.467344149,-0.98114629,-0.91469989,-0.316094173,-0.613932554,-0.345591054,-0.778868381,-0.998050297,-0.155673452,-0.915349993,-0.396210435,39176770,39205606,chr4
ENSG00000109854,-0.777260859,0.553200394,0.003467906,0.309079796,0.348235753,0.071670404,-0.580087412,-0.046466227,-0.514329575,-0.175038973,0.03400394,-0.057805039,-0.227473889,0.454111008,-0.165444558,-0.601895093,-0.041588649,0.397656212,-0.010303144,-0.141320474,0.403153716,-0.283514985,1.125243952,0.453877809,0.188708354,1.135736613,0.048402863,0.511763089,0.348657242,0.791387685,0.528821851,-0.135355273,-0.11471387,0.487845001,-0.328215181,0.30899241,0.379324846,0.394413102,0.655788934,-0.150497019,0.149340555,-0.159632282,0.739245815,0.479259279,0.48494797,0.75509903,-0.764623966,0.212524812,0.675278376,0.900977477,-0.207548015,1.061453116,-0.732438795,0.71006527,0.340754217,-0.357634064,0.570487321,-0.788293816,0.572839233,-0.196020472,-0.200281723,0.464037805,20341864,20361905,chr11
ENSG00000109861,-1.705728979,-1.351329031,-0.934678789,-0.316526484,-0.219343437,-0.319057871,-0.013730447,1.090924748,-3.403994435,-1.735476963,-1.0678358,0.629332026,-1.097059349,-0.647635632,-0.786696293,-0.523877223,-1.809997149,-1.410036043,-1.284788894,-0.930745704,-0.905725494,-1.593370485,-1.826126058,-1.703971181,-1.096920836,-1.676342207,-0.334926932,-1.629684476,-2.146271358,-1.49070678,-1.852544919,-0.446310798,-2.29189487,-3.071209934,-0.879138181,-1.578052535,-1.618547334,-1.509192988,-1.812119476,-1.781245869,-1.673219465,-0.713679237,-1.394054865,-2.042435036,-0.50946723,-1.148312345,-0.784518616,-0.399357218,-2.592477424,-1.912337243,-1.787427795,-1.161093334,-0.813913375,-1.0710594,-0.929762538,-1.302508289,-0.865460044,0.154133554,-1.511332452,-1.837711772,-1.476799503,-1.079173865,87666420,87710586,chr11
ENSG00000109911,0.320966701,NA,0.480053251,NA,0.297419273,-0.440918021,0.222775718,-0.142700982,NA,0.201881407,NA,NA,NA,0.295534688,0.935415622,-0.116787923,-0.354065619,NA,0.270758263,NA,-0.070792934,NA,0.164274542,NA,0.383838794,0.337298733,0.235282083,0.224567879,0.223900732,0.195144535,0.247347836,-0.006467538,0.983216895,0.403760146,NA,-0.11896143,0.303075201,NA,NA,0.331746891,-0.190382705,0.597019313,NA,0.606970989,0.28761041,NA,0.291605684,0.092519697,0.156066986,-0.401278183,-0.113182015,0.061384951,0.478738965,0.28524247,NA,NA,0.750841626,-0.020279566,0.321427663,0.571420518,0.378052637,NA,31487872,31761903,chr11
ENSG00000109917,0.277191951,-0.349435716,0.285465786,-0.122946524,0.215727748,0.058405194,-0.009803092,-0.244355292,0.307673665,0.203798322,0.05302757,-0.480579839,-0.034947099,0.288697198,-0.235786338,-0.303600968,0.107300591,-0.016362203,0.081017566,-0.211929459,-0.073896629,0.205225645,-0.031559178,0.001471149,-0.099117756,0.051679598,0.086517868,0.174578939,0.177810547,0.309830395,0.033215891,0.036327602,0.12905739,0.096605186,0.236098599,-0.14149622,0.212049846,-0.212973768,0.067598134,0.109703721,0.259197295,-0.013571907,-0.001135405,0.196144144,-0.11212455,0.271002515,0.246117664,NA,-0.166333154,0.108218017,0.00834911,-0.027411854,0.011497165,-0.02982408,-0.197386023,0.217241596,0.109924686,-0.035922421,-0.044282357,0.126888573,0.047696737,-0.144681215,116154486,116163949,chr11
ENSG00000109919,0.187335761,0.883324759,0.035486311,0.373095231,0.117939178,0.507085829,0.242840738,0.506774518,0.36804259,0.292351137,0.40973249,0.079135191,0.366853101,0.354512223,0.385516087,0.228347857,0.401947481,0.598259387,0.051344076,0.146583746,0.580976496,0.30207583,0.343330357,2.139730649,0.229847444,0.267419403,0.546152168,0.513715529,0.406285627,0.375358425,0.320056211,0.413916867,0.16424127,0.473370016,0.732154184,0.56195467,0.447645386,0.384986212,0.549803769,0.350828821,0.399562435,0.353673573,0.279161425,0.284882284,0.44943804,-0.264441305,0.697941524,0.667194127,0.325065706,0.248693357,0.304245265,0.613659861,0.644389985,0.41099695,0.259474642,0.597511786,0.158614346,0.309695529,0.509224233,0.283708928,0.244862387,0.530797595,47595443,47620640,chr11
ENSG00000109920,0.049607741,0.028610769,0.065253561,-0.065994874,0.177302708,-0.054705621,-0.156422182,0.059465108,0.22024663,0.006972862,0.14372656,0.062917991,-0.094911189,0.133345618,0.182108422,0.485765017,0.010498821,-0.026735293,-0.051237592,NA,0.095844101,0.00811305,-0.068599668,-1.014955911,0.112628379,0.158415243,-0.061868697,0.109419939,0.066177637,0.08156799,0.169269021,NA,0.253507785,0.227388756,-0.229370391,-0.10359864,0.206231496,-0.022885193,0.140811564,0.191061371,0.167412755,0.007930583,0.013969405,NA,NA,0.294045455,NA,-0.272188593,0.159288416,0.338894522,0.091465285,0.272616356,-0.031470155,0.65440494,0.050502287,0.166944566,0.109933956,0.443402304,0.259715098,0.314693128,0.462823557,0.018761555,47694645,47745569,chr11
ENSG00000109971,0.105569876,-0.156946821,0.352201886,-0.449745934,0.201959938,-0.047833851,0.090122928,-0.226579622,-0.32601906,-0.340181168,-0.24880089,-0.153686509,-0.049172439,-0.121919692,-0.026070318,-0.479802443,-0.328514689,-0.375432063,0.034917501,-0.159379594,-0.347499489,-0.240912895,-0.343714878,-0.255495896,-0.511797311,-0.435790342,-0.383396252,-0.412221031,-0.440117378,-0.472836365,-0.551761749,-0.102019758,-0.49562143,-0.370000214,-0.484803861,-0.2806504,-0.348497609,0.052691192,-0.412058746,-0.547084539,-0.389648365,0.180523933,-0.065136355,-0.361334171,-0.24973609,0.421626045,-0.490523136,-0.074076298,-0.325503574,-0.448092733,-0.429072495,-0.328724709,-0.065477795,-0.38148776,-0.414435283,-0.108940804,-0.267095214,-0.204717886,-0.308632722,-0.264503912,-0.417854563,-0.209630805,122433412,122438054,chr11
ENSG00000110031,-0.230650249,-0.578861761,-0.544511609,0.311338766,-1.007851662,-0.291360181,-0.321068492,0.860568088,-1.22947922,-0.614976528,-0.10004033,-0.080731219,-0.194345274,-0.565077772,0.673494882,-0.631837478,-0.017781879,0.297453387,-0.300827259,0.047036976,0.144473181,-0.078374555,-0.462804508,0.387751914,0.086585774,0.314912133,-0.005427312,0.408245429,0.536287872,0.42748778,0.149655111,-0.047900028,0.36187514,-0.012621294,-0.347190061,-0.3566028,-0.040736304,-0.295893068,0.284088499,0.179911571,0.548107605,-0.031870867,-0.306977845,0.357664649,0.12855896,-0.491797655,-0.400598016,-0.089539183,-0.020908409,-0.473367033,-0.208004325,-0.298690144,0.022578825,0.33933016,0.242741407,0.521255476,0.346067706,-0.550404896,0.186623838,0.598093828,0.138858967,0.099072175,58050924,58099910,chr11
ENSG00000110046,0.188797991,NA,-0.273083799,NA,0.410804738,NA,NA,-0.008795422,NA,NA,NA,NA,0.335957191,NA,NA,NA,NA,NA,NA,1.156799376,-0.350035294,-0.082612625,NA,NA,-0.177084376,0.341875973,-0.126873572,NA,-0.186563458,0.220707845,0.443039141,NA,NA,-0.077881874,0.474007079,NA,0.161679401,0.035663832,0.349348189,NA,0.27700713,-0.567195257,NA,0.161998124,0.21413439,-0.187059635,NA,0.792855727,-0.483702914,NA,0.282936905,-0.239990884,NA,NA,0.459918007,0.038297926,-0.182856164,-0.187532141,-0.410088457,NA,-0.135820103,NA,64418594,64441298,chr11
ENSG00000110047,0.032660471,0.480799414,0.310636201,-0.611393919,0.293927233,-0.298957391,0.058347688,-0.227376322,0.485431125,-0.354057763,-0.240269715,-0.128803009,-0.297859199,0.213565168,0.824083592,-0.111640583,0.532344971,1.061162347,0.001057531,0.330830276,0.051456436,1.19160975,0.082611252,1.044456049,0.090681484,0.366568343,0.604859868,0.518460734,0.100495322,0.279635265,0.118789321,0.299994992,0.51609983,0.691517296,0.432453759,0.30306088,0.291218631,0.551565732,0.122270804,-0.125326329,-0.02320178,0.110411878,0.195690055,0.111080509,0.40282266,-0.64894723,0.140622954,0.080826117,0.354845761,0.252143947,-0.068971915,-0.752418909,0.703063455,0.043918385,-0.155866653,0.679005231,0.602399336,0.370660804,0.022402263,0.314804923,0.315731927,0.410301315,64376778,64403725,chr11
ENSG00000110048,-0.058629479,-0.015518496,-0.052611699,-0.004597969,-0.096057722,-0.151043011,-0.105798082,-0.141956042,0.094571245,0.004882607,-0.049219115,0.020122371,-0.032222894,-0.051558972,0.061004422,-0.201616333,-0.020808229,-0.244481993,-0.029924609,0.007936426,-0.153192979,0.128382795,-0.205417268,-0.221558371,-0.110324316,0.108396358,0.021717278,0.056827519,0.221669752,-0.014902365,0.075706221,-0.092574298,-0.02363453,-0.075348614,0.206525404,-0.01088195,0.084623166,-0.103648058,0.022981619,-0.074621279,0.235514645,-0.236087807,0.02890263,-0.039729976,-0.0541399,-0.150782765,0.106722894,0.167444067,-0.184037184,0.135087952,-0.004006375,-0.222266309,0.0609194,-0.0755744,0.000793137,0.073327766,-0.032395614,0.077430269,0.083580353,0.028223153,-0.006798863,-0.054586895,59098446,59140193,chr11
ENSG00000110063,-0.361689539,0.285579599,0.132628896,0.500200791,0.078970308,0.084193374,-0.091954692,0.111903508,0.511037535,0.327874257,0.54769839,0.098725131,-0.129518749,0.111009928,0.478249997,0.253196897,0.716958036,0.406864082,0.016040581,0.427415996,0.143229716,0.310865415,0.539561367,0.416804099,0.464274754,0.261760923,0.343787783,0.423040759,0.277759537,0.086433755,0.057828801,-0.068239298,0.5125646,0.380277476,0.313211969,0.366806,0.323299141,0.204903602,0.192312589,0.334884381,0.384796565,-0.003440802,0.576358475,0.731975644,0.18168925,0.010695625,0.195784344,0.323284717,0.734566576,0.305289682,0.322102505,0.231578401,0.218268945,0.42383479,-0.122506193,-0.143975219,-0.134785304,0.316863689,0.609025828,0.351597103,0.503160977,0.646125855,125678856,125720853,chr11
ENSG00000110074,0.592639451,0.267189269,NA,-0.925267629,0.474947828,0.383566109,-0.027518767,0.258609538,0.745551295,-0.092080493,NA,-0.075205279,NA,0.542675548,0.051735987,NA,NA,3.883215697,0.717563961,-0.082711324,0.448610876,-0.460278595,NA,NA,0.528636974,NA,0.401059018,0.459709929,0.307204122,NA,0.447099386,-0.040874773,0.38159276,NA,NA,NA,0.010499366,0.172431882,-0.049795846,NA,-0.032531615,0.340951863,NA,NA,NA,NA,NA,NA,0.488636346,NA,-0.712801415,0.444315696,NA,NA,-0.129556523,-0.052962874,NA,-0.085910081,0.074497233,NA,-0.476623253,0.228966945,125644264,125653236,chr11
ENSG00000110075,-0.019859194,-0.079715161,0.063746661,-0.083123194,0.098624478,0.212937409,-0.138230512,-0.112985132,-0.385294505,0.052305597,-0.02283534,0.070324811,-0.125858089,-0.020809192,0.266925572,0.277893117,-0.107306574,-0.291904958,-0.052624939,0.066398591,-0.026901609,-0.013530715,-0.167295628,-0.894417036,0.022008444,0.145315348,0.042651653,-0.087025276,0.050188672,-0.089783505,0.066169261,-0.152801728,0.10922815,0.077017541,-0.124797436,0.0131157,0.028184191,-0.270328248,0.109812859,0.050545271,-0.217932915,-0.216371492,-0.161452695,0.047115849,0.018290095,-0.035421975,-0.070268466,-0.259969883,-0.056637694,-0.055489943,-0.008931605,-0.034349514,-0.312394525,0.15961608,-0.042075223,0.069679786,0.027519526,-0.160037871,-0.133353097,0.035503768,0.219237657,-0.206412615,67984774,68139373,chr11
ENSG00000110090,-0.867432969,1.001860914,-0.721297629,-1.698129719,-1.616935242,NA,-0.162000592,0.839631058,-2.361542695,-0.328439203,-0.221583145,0.574086621,-1.577656639,-0.290246692,0.163334272,-0.606697723,-0.179818834,-1.067598283,-0.769045119,-0.790523954,0.323564216,-0.275314535,-0.527411718,0.992568959,-0.641819111,-0.503012317,-0.201725342,NA,-1.672156028,-0.26373826,-1.520966949,-0.646181298,NA,-0.438162304,NA,-0.00364053,-1.048227844,-1.084854718,-1.192815196,-0.234685434,-0.623069705,-0.414571602,NA,-0.240133886,-0.63652871,-0.140239115,0.216807384,-0.067028848,-0.491321254,-0.930109073,-1.065351045,-0.549474534,0.160258085,-0.500069215,0.094868587,-1.187437284,-0.346113724,-0.754817276,-0.815762567,-1.492696247,-0.279608293,0.12356257,68278665,68365881,chr11
ENSG00000110104,0.137117981,-0.263772801,-0.056567939,-0.118733439,0.195694893,0.501916649,-0.093280422,-0.145153277,0.813502845,NA,NA,-0.158074414,0.187712511,NA,0.340287302,0.575843537,0.721604291,0.656102437,0.335290691,-0.341278384,-0.065416264,-0.025420845,0.068335722,NA,0.668871669,0.504203083,0.393474128,0.325768789,0.328442437,-0.187466065,0.068845251,NA,NA,NA,0.116896789,-0.19326169,-0.783832154,NA,NA,0.209287051,NA,NA,0.468413915,-0.396390246,-0.242982509,1.06756589,0.371030354,-0.158795728,0.514208236,0.639245087,0.573755215,0.308670566,NA,NA,0.337555707,0.273013836,-0.261315224,-0.130238311,0.191737248,0.495757278,1.146287637,NA,60366004,60375137,chr11
ENSG00000110107,0.179375781,0.035773039,0.202400006,-0.118599649,0.085503978,0.191111469,0.036160613,0.029527638,-0.022583175,0.085491997,-0.01832641,0.161614341,0.013465931,0.309886223,-0.013573398,-0.023965758,-0.209074699,0.184144452,0.139995621,0.051222041,0.156664636,-0.063438155,0.003406802,-0.633998366,-0.019667501,-0.036966847,-0.212099142,-0.054178546,-0.158111343,-0.05955546,-0.138523879,-0.074066008,0.02043688,0.005491886,-0.081135381,0.03380272,-0.102559069,0.145444642,-0.037912356,-0.141828259,-0.016430905,0.163738223,0.090436515,0.006764764,-0.094157505,0.359735725,-0.055812711,0.133706937,0.163718036,0.014554057,-0.061249895,0.102503656,0.049562065,0.04488762,-0.093891543,-0.170543559,-0.034234294,-0.007669856,-0.024889692,-0.024235132,-0.021292228,0.133430475,60414795,60430632,chr11
ENSG00000110108,-0.030398599,0.496932449,0.077066781,-0.394289594,-0.155016397,0.232076219,0.435522888,-0.302909857,-0.158447185,0.087275977,0.137949135,0.062318446,-0.120013039,-0.237588702,0.145445682,-0.415446303,-0.158092489,0.208337817,0.173683381,0.261117206,-0.341518964,0.12656507,-0.149013198,1.447821249,-0.182194266,-0.257470697,-0.147873982,-0.257715736,-0.356518278,-0.38132578,0.215110151,-0.431917968,-0.34933254,0.797902956,0.127114049,0.79560536,-0.155297659,0.107372342,0.090178509,0.156226196,-0.14107835,0.335069573,0.445489415,-0.340671991,0.06931144,0.03828021,0.064945079,-0.035291918,0.300735086,0.067717907,-0.356736155,-0.232360239,-0.304286335,0.03009871,-0.220580803,0.036186426,-0.212258474,-0.346882891,0.203929063,-0.340769392,-0.099481463,0.444787435,60438252,60447489,chr11
ENSG00000110172,0.226400246,-0.360435321,0.446105706,-0.675575884,0.281814688,-0.043573731,0.039749748,-0.147328187,-0.32521934,-0.409374038,-0.45753148,0.117298881,-0.190582189,-0.409474972,0.043116552,-0.397359513,-0.691340924,-0.500481813,0.023446691,-0.382451634,-0.508955024,-0.50957319,-0.716837088,-1.313767421,-1.005926406,-0.547514937,-0.511926532,-0.715003021,-0.708224998,-0.51037057,-0.592237899,-0.448868818,-0.56036371,-0.668505244,-0.702608996,-0.334556435,-0.370121584,-0.477878623,-0.338495266,-0.764316844,-0.69867203,-0.113697337,-0.606641495,-0.595309866,-0.29322485,0.528798995,-0.699409506,-0.545065133,-0.710012839,-0.651605983,-0.618063465,-0.716379949,-0.460064965,-0.42678504,-0.188607863,-0.176495284,-0.080848674,-0.092464501,-0.555297002,-0.308157597,-0.317047563,-0.523086355,89574264,89595854,chr11
