Gene	Length
DHDDS	333
DHDH	334
GLUD1	558
GLUD2	558
DHH	396
HSD11B1L	315
HSD11B1	292
HSD11B2	405
QDPR	244
DHRS11	260
DHRS12	317
DHRS13	377
DHRS1	313
DHRS2	280
DHRS3	302
DHRS4	278
DHRS7	339
DHRS9	319
DHRSX	330
SDHD	159
SORD	357
DHTKD1	919
DHX15	795
DHX16	1041
DHX29	1369
DHX30	1194
DHX32	743
DHX33	707
DHX34	1143
DHX35	703
DHX36	1008
DHX37	1157
DHX40	779
DHX57	1386
DHX58	678
DHX8	1220
DHX9	1270
DHPS	369
DIS3L	1054
DIS3L2	885
CXorf36	433
C3orf58	430
CTBS	385
DIAPH1	1272
DIAPH2	1101
DIAPH3	1193
DICER1	1922
SLC25A10	287
DIDO1	2240
DIEXF	756
DIMT1	313
DIP2A	1571
DIP2B	1576
DIP2C	1556
DIRAS1	198
DIRAS2	199
DIRAS3	229
DIRC1	104
DIRC2	478
DISC1	854
DISP1	1524
DISP2	1401
DIXDC1	683
DNAJB11	358
DNAJB12	375
DNAJB13	316
DNAJB14	379
DNAJC10	793
DNAJC11	559
DNAJC12	198
DNAJC13	2243
DNAJC14	702
DNAJC15	150
DNAJC16	782
DNAJC17	304
DNAJC18	358
DNAJC21	531
DNAJC22	341
DNAJC24	148
DNAJC25	360
DNAJC27	273
DNAJC28	388
DNAJC30	226
DKC1	514
DKK1	266
DKK2	259
DKK3	350
DKK4	224
DKKL1	242
DLD	509
DLEC1	1755
DLG1	904
DLG2	870
DLG3	817
DLG4	724
DLG5	1919
DLGAP1	977
DLGAP2	1054
DLGAP3	979
DLGAP4	992
DLGAP5	846
DLK1	383
DLK2	383
DLL1	723
DLL3	618
DLL4	685
PDSS2	399
DYNLRB1	96
DYNLRB2	96
DLX1	255
DLX2	328
DLX3	287
DLX4	240
DLX5	289
DLX6	175
DMAP1	467
HLA-DMA	261
DMBT1	2413
DMBX1	382
HLA-DMB	263
DMC1	340
DMD	3685
DMKN	476
DMP1	513
DNM1P34	102
DNM1P46	220
FAM20C	584
DMPK	629
DMRT1	373
DMRT2	561
DMRT3	472
DMRTA1	504
DMRTB1	342
DMRTC1;	192
DMRTC2	367
DMRTA2	542
DMTF1	760
DMWD	674
DMXL1	3027
DMXL2	3036
DNA2	1060
DNAI1	699
DNAI2	605
DNAL1	190
DNAL4	105
DNASE1	282
DND1	353
DNER	737
DNHD1	4753
DNAJC5B	199
DNAJC5G	189
DNAJA1	397
DNAJA2	412
DNAJA3	480
DNAJA4	397
DNAJB1	340
DNAJB2	324
DNAJB3	145
DNAJB4	337
DNAJB5	348
DNAJB6	326
DNAJB7	309
DNAJB8	232
DNAJB9	223
DNAJC1	554
DNAJC2	621
DNAJC3	504
DNAJC4	241
DNAJC5	198
DNAJC7	494
DNAJC8	253
DNAJC9	260
LIG1	919
LIG3	1009
LIG4	911
DNLZ	178
DNM1L	736
DNMT3A	912
DNMT3B	853
DNMT3L	386
DNMBP	1577
DNMT1	1616
DNPEP	475
DNPH1	174
DNASE2	360
DNASE2B	361
DNASE1L1	302
DNASE1L2	299
DNASE1L3	305
HLA-DOA	250
HLA-DOB	273
DOCK10	2186
DOCK11	2073
DOC2A	400
DOC2B	412
DOCK1	1865
DOCK2	1830
DOCK3	2030
DOCK4	1966
DOCK5	1870
DOCK6	2047
DOCK7	2140
DOCK8	2099
DOCK9	2069
DOHH	302
DOK1	481
DOK2	412
DOK3	496
DOK4	326
DOK5	306
DOK6	331
DOK7	504
DOLK	538
DONSON	566
DOPEY1	2465
DOPEY2	2298
DDT	118
DBH	617
DOLPP1	238
DOS	725
DOT1L	1739
DUOXA1	343
DUOXA2	320
APPL1	709
APPL2	664
HLA-DPA1	260
HLA-DPB1	258
HMGN2P46	172
DPCD	203
DPCR1	517
DPEP1	411
DPEP2	486
DPEP3	488
DPF1	380
DPF3	378
DPH1	443
DPH2	489
DPH3P1	78
DPH3	82
DPH5	285
DPH6	267
DPH7	452
DPM1	260
DPM2	84
DPM3	92
POLA2	598
POLD1	1107
POLD2	469
POLD3	466
POLD4	107
POLE	2286
POLE2	527
POLE3	147
POLE4	117
POLG	1239
POLG2	485
POLA1	1462
POLB	335
POLL	575
POLM	494
POLN	900
POLQ	2590
REV3L	3130
DPP10	796
DPP7	492
DPP3	737
DPP4	766
DPP6	865
DPP8	898
DPP9	863
DPPA2	298
DPPA3	159
DPPA4	304
DPPA5	116
DPRX	191
PDSS1	415
DEPTOR	409
DPY30	99
DPYD	1025
CRMP1	572
DPYSL2	572
DPYSL3	570
DPYSL4	572
DPYSL5	564
DPYS	519
HLA-DQA1	254
HLA-DQA2	255
HLA-DQB1	261
HLA-DQB2	268
DQX1	717
DHRS4L1	281
DHRS4L2	230
SDR9C7	313
DRAM1	238
DRAM2	266
DRAXIN	349
HLA-DRA	254
HLA-DRB3	266
HLA-DRB4	266
HLA-DRB5	266
DRC1	740
DRD1	446
DRD2	443
DRD3	400
DRD4	467
DRD5	477
DBN1	649
DRG1	367
DRG2	364
DRGX	263
DRICH1	229
DRP2	957
DHRS7B	325
DHRS7C	312
DUSP13	188
DUSP13	198
	133
DSCR10	87
DSC1	894
DSC2	901
DSC3	896
DSCAM	2012
DSCAML1	2053
DSCR3	297
DSCR4	118
RIPPLY3	190
DSCR8	97
DSCR9	149
DSEL	1212
DSE	958
DSG1	1049
DSG2	1118
DSG3	999
DSG4	1040
DSN1	356
DSPP	1301
ADAR	1226
SHFM1	70
DTNBP1	351
DTD1	209
DTD2	168
DTHD1	781
DTL	730
DTNA	743
DTNB	627
DTWD1	304
DTWD2	298
DTX1	620
DTX2	622
DTX3L	740
DTX3	347
DTX4	619
DUX4L2	424
DUX4L3	424
DUX4L5	424
DUX4L4	422
DUX4L6	424
DUX4L7	424
DUOX1	1551
DUOX2	1548
DUPD1	220
DUSP10	482
DUSP11	330
DUSP12	340
DUSP14	198
DUSP15	295
DUSP16	665
DUSP18	188
DUSP19	217
DUS1L	473
DUSP1	367
DUSP21	190
DUSP22	184
DUSP23	150
DUSP26	211
DUSP27	1158
DUSP28	176
DUS2	493
DUSP2	314
DUS3L	650
DUSP3	185
DUS4L	317
DUSP4	394
DUSP5	384
DUSP6	381
DUSP7	419
DUSP8	625
DUSP9	384
DSTYK	929
	141
DUT	252
DUX1	170
DUX2	80
DUX3	197
DUX4	424
DUX4L9	374
DUX5	197
DUXA	204
DVL1	695
DVL2	736
DVL3	716
DVL1P1	670
DDX26B	861
DDX39A	427
DDX39B	428
DXO	396
DYDC1	177
DYDC2	177
DNAH10	4471
DNAH11	4516
DNAH12	3092
DNAH14	3507
DNAH17	4485
DNAH1	4330
DNAH2	4427
DNAH3	4116
DNAH5	4624
DNAH6	4158
DNAH7	4024
DNAH8	4490
DNAH9	4486
DYNC1H1	4646
DYNC2H1	4307
DYNLL1	89
DYNLL2	89
DYNLT1	113
DYNLT3	116
DYM	669
DNM1	864
DNM2	870
DNM3	869
DYNAP	210
DYRK1A	763
DYRK1B	629
DYRK2	601
DYRK3	588
DYRK4	520
DHFRL1	187
DHFR	187
DYSF	2080
DST	7570
DYTN	578
DYX1C1	420
DZANK1	752
DZIP1L	767
DZIP1	867
DZIP3	1208
EIF2AK1	630
EIF2AK2	551
EIF2AK3	1116
EIF2AK4	1649
E2F1	437
E2F2	437
E2F3	465
E2F4	413
E2F5	346
E2F6	281
E2F7	911
E2F8	867
EP400NL	488
EPB41L1	881
EPB41L2	1005
EPB41L3	1087
EPB41L5	733
EPB41L4A	686
EPB41L4B	900
E4F1	784
TCEB3CL	546
TCEB3CL2	546
SLC1A3	542
SLC1A2	574
SLC1A1	524
SLC1A6	564
SLC1A7	560
EAF1	268
EAF2	260
MEAF6	191
EAPP	285
EBLN2	272
EBLN1	366
EBNA1BP2	306
EBPL	206
EBP	230
ECE1	770
ECE2	883
ECEL1	775
ECH1	328
HADHA	763
HADHB	474
ECHDC1	307
ECHDC2	292
ECHDC3	303
ECHS1	290
EHHADH	723
ECI1	302
ECI2	394
ECM1	540
ECM29	1845
ECM2	699
RNASE3	160
ECSCR	205
ECSIT	431
ECT2L	904
ECT2	914
EDARADD	215
EDAR	448
EDA	391
EDC3	508
EDC4	1401
EDEM1	657
EDEM2	578
EDEM3	932
EDF1	148
EDIL3	480
EDN1	212
EDN2	178
EDN3	238
EDNRA	427
EDNRB	442
EDRF1	1238
EEA1	1411
EED	441
EEPD1	569
EEF1A1	462
EEF1A2	463
EEF1A1P5	462
EEF1B2	225
EEF1DP3	133
EEF1D	281
EEF1G	437
EEF2KMT	330
EEF2K	725
EEF2	858
EFCAB10	127
EFCAB11	163
EFCAB12	572
EFCAB13	973
EFCAB14	495
ERVFC1	584
ERVFC1-1	527
CRACR2B	399
CRACR2A	395
EFCAB1	211
EFCAB2	269
EFCAB3	438
EFCAB5	1503
EFCAB6	1501
EFCAB7	629
EFCAB8	144
EFCAB9	197
EFCC1	598
GFM1	751
EFHB	833
EFHC1	640
EFHC2	749
EFHD1	239
EFHD2	240
EFNA1	205
EFNA2	213
EFNA3	238
EFNA4	201
EFNA5	228
EFNB1	346
EFNB2	333
EFNB3	340
EFR3A	821
EFR3B	817
EFS	561
TSFM	325
TUFM	452
EGFEM1P	195
EGFL6	553
EGFL7	273
EGFL8	293
EGFLAM	1017
EGFR	1210
EGF	1207
EGLN1	426
EGLN2	407
EGLN3	239
ENG	658
EGR1	543
EGR2	476
EGR3	387
EGR4	589
EHBP1L1	1523
EHBP1	1231
EHD1	534
EHD2	543
EHD3	535
EHD4	541
EHF	300
EHMT1	1298
EHMT2	1210
EI24	340
EIF2B1	305
EIF2B2	351
EIF2B4	523
EIF2B5	721
EIF2B3	452
EID1	187
EID2B	161
EID2	236
EID3	333
EIF1AD	165
EIF1B	113
EIF1	113
EIF2A	585
EIF2D	584
EIF3A	1382
EIF3B	814
EIF3C	913
EIF3D	548
EIF3E	445
EIF3F	357
EIF3G	320
EIF3H	352
EIF3I	325
EIF3J	258
EIF3K	218
EIF3L	564
EIF3M	374
EIF3CL	914
ETNK1	452
ETNK2	386
PI3	117
ELAVL1	326
ELAVL2	359
ELAVL3	367
ELAVL4	380
APELA	54
ELF1	619
ELF2	593
ELF3	371
ELF4	663
ELF5	265
ELFN1	828
ELK1	428
ELK3	407
ELK4	431
ELMOD3	381
ELL3	397
ELL2	640
ELMOD1	334
ELL	621
ELMOD2	293
ELMO1	727
ELMO2	720
ELMO3	720
ELANE	267
ELN	786
TCEB3	798
TCEB3B	753
TCEB3C	546
TCEB2	118
TCEB1	112
ELOF1	83
ELOVL1	279
ELOVL2	296
ELOVL3	270
ELOVL4	314
ELOVL5	299
ELOVL6	265
ELOVL7	281
IKBKAP	1332
ELP2	826
ELP3	547
ELP4	424
ELP5	316
ELP6	266
ELTD1	690
AHCTF1	2266
MPP1	466
EML1	815
EML2	649
EML3	896
EML4	981
EML5	1969
EML6	1958
ERMARD	678
EMB	327
EMC10	262
EMC1	993
EMC2	297
EMC3	261
EMC4	183
EMC6	110
EMC7	242
EMC8	210
EMC9	208
EMD	254
EME1	570
EME2	379
EMID1	441
EMILIN1	1016
EMILIN2	1053
EMILIN3	766
EMP1	157
EMP2	167
EMP3	163
EMR1	886
EMR2	823
EMR3	652
EMR4P	457
SMDT1	107
ELMSAN1	1045
EMSY	1322
EMX1	257
EMX2	252
HERVK_113	699
ENAH	591
ENAM	1142
ENGASE	743
ENC1	589
ENDOD1	500
ENDOU	410
ENDOV	282
	584
	555
ENHO	76
ERVK11-1	191
ERVK13-1	482
ERVK-18	560
ERVK-19	699
ERVK-21	698
ERVK-24	588
ERVK-25	661
ERVK-5	245
ERVK-6	699
ERVK-7	588
ERVK-8	699
ERVK-9	698
ENKD1	346
ENKUR	256
MLLT1	559
ENO4	628
ENO1	434
ENO3	434
ENOSF1	443
ENO2	434
ENOPH1	261
ENOX1	643
ENOX2	610
HSP90B2P	399
HSP90B1	803
ENPP1	925
ENPP2	863
ENPP3	875
ENPP4	453
ENPP5	477
ENPP6	440
ENPP7	458
ERV3-1	604
ENSA	121
ENTHD1	607
TMPRSS15	1019
ENTPD1	510
ENTPD2	495
ENTPD3	529
ENTPD4	616
ENTPD5	428
ENTPD6	484
ENTPD7	604
ENTPD8	495
ERVS71-1	626
ENY2	101
EOGT	527
EOMES	686
EPS15L1	864
EPM2A	344
EP300	2414
EDDM3A	147
EDDM3B	147
EP400	3159
PABPN1L	278
DIAPH2-AS1	149
EPAS1	870
EPB42	691
EPC1	836
EPC2	807
EPCAM	314
PROCR	238
EPDR1	224
EPG5	2579
EPGN	154
EPHA1	976
EPHA2	976
EPHA3	983
EPHA4	986
EPHA5	1037
EPHA6	1036
EPHA7	998
EPHA8	1005
EPHA10	1008
EPHB1	984
EPHB2	1055
EPHB3	998
EPHB4	987
EPHB6	1021
EPHX3	360
EPHX4	362
EPPK1	5090
EPM2A	331
EPM2AIP1	607
EPN1	576
EPN2	641
EPN3	632
CLINT1	625
EPOR	508
EPO	193
EPPIN	133
EPS15	896
EPS8	822
EPT1	397
EPYC	322
EQTN	294
ERCC6L2	1561
ERAL1	437
ERAP1	941
ERAP2	960
ERICH1-AS1	84
ERVPABLB-1	514
ERBB2	1255
ERBB3	1342
ERBB4	1308
ERC2	957
ERCC6L	1250
ERCC1	297
ERCC2	760
ERCC3	782
ERCC5	1186
ERCC6	1493
ERCC8	396
KDELR1	212
KDELR2	212
KDELR3	214
EREG	169
ETF1	437
GSPT1	499
GSPT2	628
FAM132B	354
ERF	548
SQLE	574
TM7SF2	418
C14orf1	140
LSS	732
ERGIC1	290
ERGIC2	377
ERGIC3	383
ERG	486
ERH	104
ERI1	349
ERI2	691
ERI3	337
ERICH6B	696
ERICH1	443
ERICH2	156
ERICH3	1530
ERICH4	130
ERICH5	374
ERICH6	663
ERC2-IT1	136
ERVK-25	105
ERLEC1	483
ERLIN1	346
ERLIN2	339
ERMAP	475
ERMN	284
ERMP1	904
ERN1	977
ERN2	926
ERO1L	468
ERO1LB	467
ERP27	273
ERP29	261
ERP44	406
ESRRA	423
ESRRB	508
ESRRG	458
ERRFI1	462
ERVV-1	477
ERVV-2	535
C21orf33	268
EPS8L1	723
EPS8L2	715
EPS8L3	593
ESAM	390
ESCO1	840
ESCO2	601
ESF1	851
EPSTI1	318
ESM1	184
ELSPBP1	223
ESPL1	2120
ESPNL	1005
ESPN	854
ESR1	595
ESR2	530
ESRG	222
ESRP1	681
ESRP2	727
SMG6	1419
CES1	567
CES2	559
CES3	571
CES4A	561
CES5A	575
ESD	282
ESX1	406
ESYT1	1104
ESYT2	921
ESYT3	886
ETAA1	926
GPR37L1	481
ETFA	333
ETFB	255
ETFDH	617
ETHE1	254
ETS1	441
ETS2	469
EFTUD1	1120
ETV1	477
ETV2	342
ETV3L	361
ETV3	512
ETV4	484
ETV5	510
ETV6	452
ETV7	341
EURL	297
EVA1A	152
EVA1B	165
EVA1C	441
EVC	992
C22orf23	217
MECOM	1051
EVI2A	236
EVI2B	448
EVI5L	794
EVI5	810
EVL	416
EVPLL	301
EVPL	2033
EVX1	407
EVX2	476
EWSR1	656
EXOC3L1	746
EXOC3L2	409
EXOC3L4	722
EXOC6B	811
EXD1	514
EXD2	621
EXO1	846
EXO5	373
EXOC1	894
EXOC2	924
EXOC3	756
EXOC4	974
EXOC5	708
EXOC6	804
EXOC7	735
EXOC8	725
EXOG	368
EXOSC1	195
EXOSC2	293
EXOSC3	275
EXOSC4	245
EXOSC5	235
EXOSC6	272
EXOSC7	291
EXOSC8	276
EXOSC9	439
EXOSC10	885
EXPH5	1989
EXT1	746
EXT2	718
EXTL1	676
EXTL2	330
EXTL3	919
EYA1	592
EYA2	538
EYA3	573
EYA4	639
EYS	3165
EZH1	747
EZH2	746
EZR	586
FAM101A	216
FAM101B	214
FAM102A	384
FAM102B	360
FAM104B	115
FAM104A	186
FAM105A	356
FAM106A	169
FAM106B	169
FAM107A	144
FAM106CP	169
FAM107B	131
ST13	369
ST13P5	369
FRA10AC1	315
FAM110A	295
FAM110B	370
FAM110C	321
FAM110D	271
FAM111A	611
FAM111B	734
FAM114A2	505
FAM115A	921
FAM115C	919
FAM117A	453
FAM117B	589
FAM118A	357
FAM118B	351
FAM120A	1118
FAM120B	910
FAM120C	1096
FAM120AOS	256
FAM122A	287
FAM122B	247
FAM124A	546
FAM124B	455
FAM126B	530
FAM127A	113
FAM127B	113
FAM127C	113
FAM131A	335
FAM131B	332
FAM131C	280
FAM133A	248
FAM133B	247
FAM134A	543
FAM134B	497
FAM134C	466
FAM135A	1515
FAM135B	1406
FAM136A	138
F13A1	732
F13B	661
FAM149A	773
FAM149B1	582
FAM150A	129
FAM150B	152
FAM151A	585
FAM151B	276
FAM153A	310
FAM153B	387
FAM153C	144
FAM154A	474
FAM154B	398
FAM155A	458
FAM155B	473
FAM157A	383
FAM157B	384
FAM157C	387
FAM159A	190
FAM159B	160
FAM161A	660
FAM161B	647
FAM162A	154
FAM162B	162
FAM163A	167
FAM163B	166
FAM166A	317
FAM166B	275
FAM167A	214
FAM167B	163
FAM168A	244
FAM168B	195
FAM169A	670
FAM169B	192
FAM160A1	1040
FAM160A2	972
FAM160B1	765
FAM160B2	743
FBP1	338
FBP2	339
FAM170A	330
FAM170B	283
FAM171A1	890
FAM171A2	826
FAM171B	826
FAM172A	416
FAM172BP	362
FAM173A	235
FAM173B	233
FAM174A	190
FAM174B	159
FAM175A	409
FAM175B	415
FAM177A1	213
FAM177B	158
FAM178A	1173
FAM178B	827
FAM179A	1019
FAM179B	1720
FAM180A	173
FAM180B	224
FAM181A	354
FAM182A	154
FAM181B	426
FAM182B	152
FAM183B	135
FAM183A	134
FAM184A	1140
FAM184B	1060
FAM185A	392
FAM186A	2351
FAM186B	893
FAM187A	413
FAM187B	369
FAM188B2	360
FAM188A	445
FAM188B	757
FAM189A1	539
FAM189A2	450
FAM189B	668
FAM192A	254
FAM193A	1265
FAM193B	902
FAM195A	160
FAM195B	97
FAM196A	479
FAM196B	535
FAM198A	575
FAM198B	519
FAM199X	388
FAM19A1	133
FAM19A2	131
FAM19A3	133
FAM19A4	140
FAM19A5	132
FAM200A	573
FAM200B	657
FAM201A	155
FAM204A	233
FAM205A	1335
FAM205B	556
FAM205CP	338
FAM206A	181
FAM207A	230
FAM208A	1670
FAM208B	2430
FAM209B	171
FAM209A	171
FAM210A	272
FAM210B	192
FAM212A	285
FAM212B	297
FAM213A	229
FAM214A	1076
FAM214B	538
FAM216A	273
FAM215A	114
FAM216B	139
FAM217A	508
FAM217B	383
FAM218A	157
FAM219A	185
FAM219B	198
FAM220A	259
FAM220BP	271
FAM221A	298
FAM221B	402
FAM222A	452
FAM222B	562
FAM122C	195
FAM223A	122
FAM223B	122
FAM227A	570
FAM227B	508
FAM228A	206
FAM228B	321
FAM229A	127
FAM229B	80
FAM231A;	169
FAM231B	169
FAM231D	169
FAM25D;	175
PFKFB1	471
PFKFB2	505
PFKFB3	520
PFKFB4	469
FAM27D1	215
FAM27E1	126
FAM27E2	125
FAM27E3	113
FAM71E1	247
FAM71E2	922
FAM71F1	344
FAM71F2	309
FAM74A1;	127
FAM74A3	159
FAM74A7	159
FAM86B1	296
FAM86B2	330
FAM86C2P	165
FAM86JP	40
F8A1	371
FAM90A1	464
FAM90A2P	463
FAM90A5P	464
FAM90A8P	464
FAM90A9P	464
FAM90A10P	464
FAM90A12P	464
FAM90A7P	464
FAM90A13P	464
FAM90A14P	464
FAM90A16P	464
FAM90A15P	464
FAM90A18P	464
FAM90A20P	464
FAM90A22P	464
FAM90A23P	464
FAM90A24P	464
FAM91A1	838
FAM90A27P	459
LINC00869	280
FAM92A1	289
F10	488
F11	625
F12	615
FAM13A	1023
FAM13B	915
FAM13C	585
FAM156A	213
FAM20A	541
FAM21A	1341
FAM21B	1253
FAM21C	1318
FAM21D	308
FAM24A	105
FAM24B	94
FAM26D	314
FAM26E	309
FAM26F	315
FA2H	372
FAM27L	71
FAM32A	112
FAM35A	835
FAM43A	423
FAM43B	329
FAM45A	357
FAM45B	357
FAM46A	442
FAM46B	425
FAM46C	391
FAM46D	389
FAM47A	791
FAM47B	645
FAM47C	1035
FAM47DP	397
FAM47E	393
FAM49A	323
FAM49B	324
FAM50A	339
FAM50B	325
FAM53A	398
FAM53B	422
FAM53C	392
FAM57A	257
FAM57B	274
FAM58A	248
FAM58BP	252
F5	2224
FAM60A	221
FAM63A	469
FAM63B	621
FAM64A	248
FAM65A	1223
FAM65B	1068
FAM65C	946
FAM66E	47
FAM69A	428
FAM69B	431
FAM69C	419
FAM71A	594
FAM71B	605
FAM71C	241
FAM71D	422
FAM72A	149
FAM72B	149
FAM72C	149
FAM72D	149
FAM73A	632
FAM73B	593
FAM76A	307
FAM76B	339
FAM78A	283
FAM78B	261
F7	466
FAM81A	368
FAM81B	452
FAM83A	434
FAM83B	1011
FAM83C	747
FAM83D	585
FAM83E	478
FAM83F	500
FAM83G	823
FAM83H	1179
FAM84A	292
FAM84B	310
FAM86C1	165
FAM89A	184
FAM87A	286
FAM89B	189
FAM8A1	413
F8	2351
FAM92B	304
FAM96A	160
FAM98A	519
FAM98B	330
FAM98C	349
F9	461
FAH	419
FAAH	579
FAAH2	532
FAM167A-AS1	104
MCAT	390
FABP4	132
FABP5	135
FABP6	128
FABP7	132
FABP9	132
FABP3	133
FABP2	132
FABP1	127
FANCD2	1451
ZMPSTE24	475
RCE1	329
FANCD2OS	177
FAR1	515
FAR2	515
FLAD1	587
FADD	208
FADS1	444
FADS2	444
FADS3	445
FADS6	356
FAF1	650
FAF2	445
FAHD2A	314
FAHD2B	314
FAHD1	224
FAIM	179
FAIM3	390
PTK2	1052
FASTKD1	847
PTK2B	1009
FASTKD2	710
FASTKD3	662
FASTKD5	764
FAM27A	67
FAM3A	230
FAM3B	235
FAM3C	227
FAM3D	224
FAM74A4;	123
FAM9A	332
FAM9B	186
FAM9C	166
FAN1	1017
FANCA	1455
FANCB	859
FANCC	558
FANCE	536
FANCF	374
FANCG	622
FANCI	1328
BRIP1	1249
FANCL	375
FANCM	2048
FANK1	345
NSMAF	917
FAAP20	180
FAAP24	215
FAR2P1	131
FARP1	1045
FARP2	1054
FASTK	549
FASN	2511
FAT1	4588
FAT2	4349
FAT3	4589
FAT4	4981
FATE1	183
FAXC	409
FABP5P3	101
FBXL19-AS1	122
FIBCD1	461
FBF1	1133
FBLIM1	373
FBLL1	333
FBLN1	703
FBLN2	1184
EFEMP1	493
EFEMP2	443
FBLN5	448
FBLN7	439
FBN1	2871
FBN2	2912
FBN3	2809
FABP12	140
FNBP1L	605
FBL	321
FBRS	460
FBRSL1	1045
FBXO45	286
FBXW10	1052
FBXW12	464
BTRC	605
FBXW11	542
FBXO10	956
FBXO11	927
FBXO15	510
FBXO16	292
FBXO17	278
FBXO18	1043
FBXO21	628
FBXO22	403
FBXO24	580
FBXO25	367
FBXO27	283
FBXO28	368
FBXO2	296
FBXO30	745
FBXO31	539
FBXO32	355
FBXO33	555
FBXO34	711
FBXO36	188
FBXO38	1188
FBXO39	442
FBXO3	471
FBXO40	709
FBXO41	875
FBXO42	717
FBXO43	708
FBXO44	255
FBXO46	603
FBXO47	452
FBXO48	155
FBXO4	387
NCCRP1	275
FBXO5	447
FBXO6	293
FBXO7	522
FBXO8	319
FBXO9	447
FBXL2	423
FBXL3	428
FBXL4	621
FBXL5	691
FBXL6	539
FBXL7	491
FBXL8	374
FBXW2	454
FBXW4	412
FBXW5	566
FBXW7	707
FBXW8	598
FBXW9	488
FCAMR	532
FCAR	287
FCER2	321
FCER1A	257
MS4A2	244
FCER1G	86
FCF1	198
FCGR2A	317
FCGR2B	310
FCGR2C	323
FCGR3A	254
FCGR3B	233
FCGBP	5405
FCGR1A	374
FCGR1B	280
FCGR1C	280
FCGRT	365
FCHO1	889
FCHO2	810
TSTA3	321
FCN1	326
FCN2	313
FCN3	299
FCRL1	429
FCRL2	508
FCRL3	734
FCRL4	515
FCRL5	977
FCRL6	434
FCRLA	359
FCRLB	426
FCHSD1	690
FCHSD2	740
FDFT1	417
FDCSP	85
FDXACB1	624
FER1L6-AS1	138
FER1L6-AS2	137
FEM1A	669
FEM1B	627
FEM1C	617
FEN1	380
FERD3L	166
FERMT1	677
FERMT2	680
FER	822
FES	822
AFP	609
AHSG	367
FETUB	382
FEV	238
FEZ1	392
FEZ2	353
FEZF1	475
FEZF2	459
FFAR1	300
FFAR2	330
FFAR3	346
FFAR4	377
FGD1	961
FGD2	655
FGD3	725
FGD4	766
FGD5	1462
FGD6	1430
FGF10	208
FGF11	225
FGF12	243
FGF13	245
FGF14	247
FGF16	207
FGF17	216
FGF18	207
FGF19	216
FGF1	155
FGF20	211
FGF21	209
FGF22	170
FGF23	251
FGF2	288
FGF3	239
FGF4	206
FGF5	268
FGF6	208
FGF7	194
FGF8	233
FGF9	208
FGFBP1	234
FGFBP2	223
FGFBP3	258
FGFR1	822
FGFR2	821
FGFR3	806
FGFR4	802
FGGY	551
FGL1	312
FGL2	439
FGFR1OP2	253
FGR	529
FGFRL1	504
FHAD1	1412
FHDC1	1143
FHIT	147
FTHL17	183
FTH1P19	201
FHL1	323
FHL2	279
FHL3	280
FHL5	284
FHOD1	1164
FHOD3	1422
CFHR1	330
CFHR2	270
CFHR3	330
CFHR4	578
CFHR5	569
FGA	866
FGB	491
FGG	453
FIBIN	211
FIBP	364
FICD	458
FIG4	907
FIGNL1	674
FIGNL2	653
FIGLA	219
FIGN	759
FILIP1L	1135
FLG2	2391
FLG	4061
FN1	2386
FIP1L1	594
FIS1	152
FITM1	292
FITM2	262
FIZ1	496
FJX1	437
FKBP10	582
FKBP11	201
FKBP14	211
FKBP15	1219
FKBP1A	108
FKBP1B	108
FKBP9P1	142
FKBP2	142
FKBP3	224
FKBP4	459
FKBP5	457
FKBP6	327
FKBP7	259
FKBP8	412
FKBP9	570
FKBPL	349
FKRP	495
FKTN	461
WTAP	396
FLCN	579
FLI1	452
FLII	1269
FILIP1	1213
FLNA	2647
FLNB	2602
FLNC	2725
FLOT1	427
FLOT2	428
CACFD1	172
FLRT1	646
FLRT2	660
FLRT3	649
FLT3LG	235
FLT3	993
FLTP	177
FLVCR1	555
FLVCR2	526
FAM25A	89
FAM25BP	89
FAM25C	89
FAM25G	89
FRMD6-AS1	363
FMN1	1419
FMN2	1722
FMNL2	1086
FMNL3	1028
FMNL1	1100
FMO1	532
FMO2	471
FMO3	532
FMO4	558
FMO5	533
FMO6P	539
FMOD	376
FMR1NB	255
FMR1	632
MTFMT	389
FN3K	309
FNBP1	617
FNBP4	1017
FNDC3A	1198
FNDC3B	1204
FNDC1	1894
FNDC4	234
FNDC5	212
FNDC7	733
FNDC8	324
FNDC9	224
FNIP1	1166
FNIP2	1114
FNTA	379
FNTB	437
FOCAD	1801
ZFPM1	1006
ZFPM2	1151
FOLH1B	442
FPGS	587
FOLH1	750
FOLR1	257
FOLR2	255
FOLR3	243
FTCDNL1	147
FOPNL	174
FOSB	338
FOSL1	271
FOSL2	326
FOS	380
FOXA1	472
FOXA2	457
FOXA3	350
FOXB1	325
FOXB2	432
FOXC1	553
FOXC2	501
FOXD1	465
FOXD2	495
FOXD3	478
FOXD4	439
FOXE1	373
FOXE3	319
FOXF1	379
FOXF2	444
FOXG1	489
FOXH1	365
FOXI1	378
FOXI2	318
FOXI3	420
FOXJ1	421
FOXJ2	574
FOXJ3	622
FOXK1	733
FOXK2	660
FOXL1	345
FOXL2	376
FOXM1	763
FOXN1	648
FOXN2	431
FOXN3	490
FOXN4	517
FOXL2NB	175
FOXO1	655
FOXO3	673
FOXO4	505
FOXO6	492
FOXP1	677
FOXP2	715
FOXP3	431
FOXP4	680
FOXQ1	403
FOXR1	292
FOXR2	311
FOXS1	330
FAAP100	881
